iteration NAG_constant_time_X NAG_constant_time_Y NAG_constant_objective_X NAG_constant_objective_Y NAG_constant_hpwl_X NAG_constant_hpwl_Y NAG_constant_euclidean_norm_X NAG_constant_euclidean_norm_Y NAG_scaled-by-sqrt_time_X NAG_scaled-by-sqrt_time_Y NAG_scaled-by-sqrt_objective_X NAG_scaled-by-sqrt_objective_Y NAG_scaled-by-sqrt_hpwl_X NAG_scaled-by-sqrt_hpwl_Y NAG_scaled-by-sqrt_euclidean_norm_X NAG_scaled-by-sqrt_euclidean_norm_Y NAG_observed-lipschitz_time_X NAG_observed-lipschitz_time_Y NAG_observed-lipschitz_objective_X NAG_observed-lipschitz_objective_Y NAG_observed-lipschitz_hpwl_X NAG_observed-lipschitz_hpwl_Y NAG_observed-lipschitz_euclidean_norm_X NAG_observed-lipschitz_euclidean_norm_Y NAG_min-observed-lipschitz_time_X NAG_min-observed-lipschitz_time_Y NAG_min-observed-lipschitz_objective_X NAG_min-observed-lipschitz_objective_Y NAG_min-observed-lipschitz_hpwl_X NAG_min-observed-lipschitz_hpwl_Y NAG_min-observed-lipschitz_euclidean_norm_X NAG_min-observed-lipschitz_euclidean_norm_Y NAG_barzilai-borwein_time_X NAG_barzilai-borwein_time_Y NAG_barzilai-borwein_objective_X NAG_barzilai-borwein_objective_Y NAG_barzilai-borwein_hpwl_X NAG_barzilai-borwein_hpwl_Y NAG_barzilai-borwein_euclidean_norm_X NAG_barzilai-borwein_euclidean_norm_Y NAG_backtracking-line-search_time_X NAG_backtracking-line-search_time_Y NAG_backtracking-line-search_objective_X NAG_backtracking-line-search_objective_Y NAG_backtracking-line-search_hpwl_X NAG_backtracking-line-search_hpwl_Y NAG_backtracking-line-search_euclidean_norm_X NAG_backtracking-line-search_euclidean_norm_Y GD_constant_time_X GD_constant_time_Y GD_constant_objective_X GD_constant_objective_Y GD_constant_hpwl_X GD_constant_hpwl_Y GD_constant_euclidean_norm_X GD_constant_euclidean_norm_Y GD_scaled-by-sqrt_time_X GD_scaled-by-sqrt_time_Y GD_scaled-by-sqrt_objective_X GD_scaled-by-sqrt_objective_Y GD_scaled-by-sqrt_hpwl_X GD_scaled-by-sqrt_hpwl_Y GD_scaled-by-sqrt_euclidean_norm_X GD_scaled-by-sqrt_euclidean_norm_Y GD_observed-lipschitz_time_X GD_observed-lipschitz_time_Y GD_observed-lipschitz_objective_X GD_observed-lipschitz_objective_Y GD_observed-lipschitz_hpwl_X GD_observed-lipschitz_hpwl_Y GD_observed-lipschitz_euclidean_norm_X GD_observed-lipschitz_euclidean_norm_Y GD_min-observed-lipschitz_time_X GD_min-observed-lipschitz_time_Y GD_min-observed-lipschitz_objective_X GD_min-observed-lipschitz_objective_Y GD_min-observed-lipschitz_hpwl_X GD_min-observed-lipschitz_hpwl_Y GD_min-observed-lipschitz_euclidean_norm_X GD_min-observed-lipschitz_euclidean_norm_Y GD_barzilai-borwein_time_X GD_barzilai-borwein_time_Y GD_barzilai-borwein_objective_X GD_barzilai-borwein_objective_Y GD_barzilai-borwein_hpwl_X GD_barzilai-borwein_hpwl_Y GD_barzilai-borwein_euclidean_norm_X GD_barzilai-borwein_euclidean_norm_Y GD_backtracking-line-search_time_X GD_backtracking-line-search_time_Y GD_backtracking-line-search_objective_X GD_backtracking-line-search_objective_Y GD_backtracking-line-search_hpwl_X GD_backtracking-line-search_hpwl_Y GD_backtracking-line-search_euclidean_norm_X GD_backtracking-line-search_euclidean_norm_Y
10 81.5 73.6 2.77509 2.04397 3.23807 2.33635 0.019716249999999998 1.0915951175 87.6 79.29999999999998 2.77716 2.779 3.24075 3.00118 0.0205432625 1.1247534675 86.19999999999999 78.1 2.77428 1.78615 3.23675 2.08513 0.03531342 0.0555911275 90.39999999999998 81.89999999999998 2.77509 1.78641 3.23807 2.08547 0.019716249999999998 0.049801895 85.6 77.6 2.77292 1.79343 3.23542 2.08499 0.020064132499999998 0.035955175 121.1 119.69999999999999 2.77509 1.80114 3.23807 2.08617 0.019716249999999998 0.03661096 63.400000000000006 55.30000000000001 2.77734 6.5969 3.24142 6.69857 0.020636195 1.0975312975 65.0 57.0 2.7784 3.19729 3.24394 3.36868 0.023633855000000002 1.14413231 63.0 55.39999999999998 2.78019 1.80272 3.26674 2.08635 0.2759025 0.037075695000000006 65.6 57.599999999999994 2.77734 1.81116 3.24142 2.08773 0.020636195 0.0378180325 65.4 57.30000000000001 2.7572 1.81105 3.23639 2.08771 0.16019774250000002 0.0378075325 103.60000000000002 102.10000000000002 2.77734 1.81963 3.24142 2.08916 0.020636195 0.0386090325
11 88.0 80.0 2.77443 7.5666 3.23734 7.69766 0.0195587375 0.548868055 94.39999999999998 86.1 2.77692 2.8289 3.24035 3.0542 0.0204790275 0.8602418300000001 92.80000000000001 84.80000000000001 2.77333 1.78231 3.237 2.08507 0.025864775000000003 0.06525731 97.5 88.79999999999998 2.77443 1.78236 3.23734 2.08466 0.0195587375 0.0482250675 92.5 84.19999999999999 2.77146 1.78934 3.23418 2.08426 0.018897037499999998 0.0355604625 131.29999999999998 130.0 2.77443 1.79803 3.23734 2.08562 0.0195587375 0.036330150000000005 68.0 60.0 2.77715 7.73973 3.24107 7.83924 0.020526695 1.0982213374999998 69.69999999999999 61.69999999999999 2.77833 2.99483 3.24374 3.18178 0.023205167500000002 1.1492553575 67.5 59.89999999999998 2.90552 1.79786 3.45831 2.0856 0.7364228500000001 0.03674459 70.39999999999998 62.29999999999998 2.77715 1.80984 3.24107 2.08752 0.020526695 0.037700004999999995 70.20000000000002 62.10000000000002 2.75285 1.71106 3.22283 2.07315 0.044432535 0.0330488725 111.80000000000001 110.30000000000001 2.77715 1.81872 3.24107 2.08901 0.020526695 0.038518680000000007
12 94.30000000000001 86.30000000000001 2.77374 2.01734 3.23655 2.32203 0.01940268 1.092683005 101.19999999999999 93.0 2.77668 2.28278 3.23997 2.54794 0.0203893775 0.8862990175 99.69999999999999 91.5 2.77242 1.77836 3.23481 2.08506 0.02530838 0.06258983 104.39999999999998 96.0 2.77374 1.7782 3.23655 2.08384 0.01940268 0.047454237499999996 99.19999999999999 90.89999999999998 2.7702 1.7852 3.23294 2.08352 0.0186615625 0.0352209575 141.6 140.3 2.77374 1.79476 3.23655 2.08506 0.01940268 0.0360337 72.6 64.69999999999999 2.77696 6.5988 3.24074 6.70413 0.020442284999999998 1.095198595 74.5 66.29999999999998 2.77826 3.04577 3.24355 3.2272 0.02284901 1.1582125699999999 72.19999999999999 64.5 2.76811 1.76005 3.23801 2.09049 0.128033465 0.1670891675 75.1 67.19999999999999 2.77696 1.80854 3.24074 2.08729 0.020442284999999998 0.03758347 74.9 66.9 2.75245 2.15745 3.22098 2.53472 0.017953052499999997 0.62228413 120.10000000000002 118.69999999999999 2.77696 1.81783 3.24074 2.08886 0.020442284999999998 0.038432362500000004
13 100.69999999999999 92.80000000000001 2.77302 7.46043 3.23573 7.60503 0.019243982500000003 0.39585061 108.0 99.69999999999999 2.77643 2.38367 3.23961 2.64549 0.020285467499999998 0.9265373775000001 106.4 98.30000000000001 2.77159 1.77386 3.23479 2.08413 0.0320339025 0.055923692500000004 111.5 102.89999999999998 2.77302 1.77396 3.23573 2.08308 0.019243982500000003 0.0471224625 105.79999999999998 97.69999999999999 2.76906 1.78088 3.23201 2.08282 0.018481987499999998 0.034958157499999996 151.79999999999998 150.60000000000002 2.77302 1.79135 3.23573 2.08448 0.019243982500000003 0.0357257025 77.19999999999999 69.5 2.77678 7.70157 3.24043 7.8047 0.02037203 1.098114485 79.1 71.19999999999999 2.77819 2.87315 3.24338 3.06958 0.022550537500000002 1.1558572950000001 76.69999999999999 69.19999999999999 2.76525 2.38928 3.22986 2.67849 0.03848367 0.7150492900000001 79.79999999999998 71.89999999999998 2.77678 1.80724 3.24043 2.08708 0.02037203 0.0374682025 79.60000000000002 71.70000000000002 2.75234 1.7902 3.22087 2.19125 0.017657139999999998 0.5672752799999999 128.3 126.90000000000003 2.77678 1.81693 3.24043 2.08871 0.02037203 0.038348235
14 107.10000000000002 99.19999999999999 2.77226 1.92743 3.23494 2.24878 0.019084885 1.0971119475 114.89999999999998 106.5 2.77618 2.33263 3.2393 2.59926 0.0201780775 0.9480831925 112.89999999999998 105.1 2.77078 1.76918 3.23331 2.08288 0.0429179375 0.055776435 118.59999999999997 109.89999999999998 2.77226 1.76959 3.23494 2.08231 0.019084885 0.047300154999999997 112.69999999999999 104.29999999999998 2.76795 1.77626 3.23115 2.08207 0.018987745 0.034601585 161.99999999999997 160.8 2.77226 1.78778 3.23494 2.08388 0.019084885 0.03540831 81.69999999999999 74.0 2.77659 6.62992 3.24012 6.73625 0.0203100125 1.0965766375000001 83.79999999999998 75.9 2.77813 2.90328 3.24322 3.0966 0.022298437499999997 1.1655803900000001 81.19999999999999 73.69999999999999 2.76492 1.85679 3.22895 2.17906 0.0180287875 0.54763928 84.39999999999998 76.6 2.77659 1.80595 3.24012 2.08686 0.0203100125 0.0373540975 84.30000000000001 76.5 2.75214 1.66667 3.22074 2.07603 0.017332285 0.19198042 136.60000000000002 135.10000000000002 2.77659 1.81604 3.24012 2.08856 0.0203100125 0.0382654975
15 113.5 105.60000000000002 2.77147 7.50246 3.2342 7.64987 0.0189278 0.5422339574999999 121.69999999999999 113.39999999999998 2.77592 2.3376 3.23901 2.61308 0.020075095 0.967961395 119.69999999999999 111.69999999999999 2.77 1.76462 3.23439 2.08211 0.0398722275 0.061689995000000004 125.69999999999999 117.09999999999997 2.77147 1.76512 3.2342 2.08159 0.0189278 0.047913112499999994 119.39999999999998 111.0 2.76669 1.77147 3.2303 2.08129 0.0183791875 0.0340709075 172.20000000000002 171.10000000000002 2.77147 1.78408 3.2342 2.08326 0.0189278 0.0350813225 86.19999999999999 78.6 2.77641 7.67475 3.23983 7.77882 0.020253025 1.0964909600000001 88.4 80.6 2.77808 2.7811 3.24307 2.98436 0.02208396 1.154809105 85.69999999999999 78.19999999999999 2.76479 1.82901 3.22884 2.15524 0.01793727 0.48747136 89.19999999999999 81.29999999999998 2.77641 1.80467 3.23983 2.08665 0.020253025 0.037241105 89.20000000000002 81.20000000000002 2.75077 1.65726 3.21988 2.06505 0.016172855 0.0635811775 144.90000000000003 143.40000000000003 2.77641 1.81516 3.23983 2.08841 0.020253025 0.03818378
16 119.80000000000001 112.19999999999999 2.77065 1.89283 3.23344 2.22182 0.018773005000000002 1.0935647524999998 128.39999999999998 120.19999999999999 2.77566 2.27972 3.23872 2.55937 0.019980877499999997 0.9585734425000001 126.39999999999998 118.5 2.76899 1.76012 3.23202 2.08174 0.031922072499999996 0.0678423775 132.7 124.09999999999997 2.77065 1.76054 3.23344 2.08085 0.018773005000000002 0.0490766225 126.0 117.80000000000001 2.7655 1.76667 3.22941 2.08041 0.01790326 0.033621055 182.4 181.3 2.77065 1.78024 3.23344 2.08261 0.018773005000000002 0.034744567500000004 90.80000000000001 83.1 2.77622 6.62846 3.23957 6.73696 0.0201993175 1.0952316525 93.19999999999999 85.19999999999999 2.77802 2.76373 3.24293 2.96855 0.021900265000000002 1.15425793 90.19999999999999 82.69999999999999 2.76363 1.74111 3.22805 2.07728 0.0180781475 0.047255305 93.89999999999998 86.0 2.77622 1.8034 3.23957 2.08643 0.0201993175 0.037129182499999996 93.9 86.0 2.74942 1.65603 3.21929 2.06227 0.024070687499999997 0.02983267 153.10000000000002 151.7 2.77622 1.81427 3.23957 2.08826 0.0201993175 0.0381029075
17 126.19999999999999 118.60000000000002 2.76981 7.45604 3.23269 7.61493 0.01861945 0.580101265 135.3 127.0 2.7754 2.34389 3.23843 2.62597 0.019896689999999998 0.841485425 133.0 125.30000000000001 2.76793 1.75552 3.23206 2.08135 0.0306716825 0.067091475 139.8 131.09999999999997 2.76981 1.75586 3.23269 2.08015 0.01861945 0.0507980975 132.7 124.5 2.76438 1.76184 3.22858 2.07957 0.017729155 0.03325458 192.70000000000002 191.7 2.76981 1.77627 3.23269 2.08194 0.01861945 0.0343987075 95.4 87.6 2.77604 7.6565 3.23934 7.76407 0.02014792 1.09576019 98.1 89.9 2.77797 2.68399 3.24281 2.89542 0.02174195 1.135698275 94.79999999999998 87.19999999999999 2.76318 1.74007 3.23942 2.07598 0.17028078 0.0328949225 98.6 90.79999999999998 2.77604 1.80213 3.23934 2.08622 0.02014792 0.0370182925 98.5 90.70000000000002 2.74925 1.65561 3.21893 2.06191 0.0178438 0.0292540225 161.60000000000002 160.10000000000002 2.77604 1.8134 3.23934 2.08811 0.02014792 0.0380227825
18 132.60000000000002 124.89999999999998 2.76893 1.97659 3.23195 2.31564 0.01846613 1.0946302399999999 142.09999999999997 133.89999999999998 2.77513 2.10741 3.23814 2.41265 0.0198216025 0.996575735 139.7 132.0 2.76694 1.75058 3.2304 2.08043 0.0361843 0.0640528875 146.89999999999998 138.3 2.76893 1.75109 3.23195 2.07944 0.01846613 0.053250124999999995 139.5 131.09999999999997 2.76331 1.7569 3.22783 2.07872 0.01760765 0.03297712 202.9 201.89999999999998 2.76893 1.77218 3.23195 2.08124 0.01846613 0.034044735 99.9 92.30000000000001 2.77586 6.63089 3.2391 6.74091 0.020098287500000003 1.09827764 102.79999999999998 94.69999999999999 2.77792 2.63115 3.24269 2.84714 0.0216047 1.1214561675 99.39999999999998 91.89999999999998 2.83389 1.73927 3.32598 2.07566 0.481199915 0.0319007775 103.29999999999998 95.6 2.77586 1.80087 3.2391 2.08601 0.020098287500000003 0.036908407500000004 103.20000000000002 95.4 2.74916 1.65481 3.21869 2.06147 0.0158968925 0.028541445 169.8 168.40000000000003 2.77586 1.81252 3.2391 2.08796 0.020098287500000003 0.0379433425
19 139.0 131.39999999999998 2.76802 7.29775 3.23121 7.46974 0.018312625 0.6322859375000001 148.89999999999998 140.7 2.77486 2.29752 3.23784 2.59058 0.01975349 0.7404293225 146.5 138.7 2.766 1.74549 3.2309 2.07935 0.0437002 0.064581125 153.89999999999998 145.3 2.76802 1.74623 3.23121 2.07877 0.018312625 0.056461907500000005 146.2 138.0 2.76223 1.75177 3.22708 2.07789 0.01783839 0.032562015 213.20000000000002 212.2 2.76802 1.76798 3.23121 2.08053 0.018312625 0.0336835275 104.4 96.9 2.77568 7.67868 3.23887 7.78763 0.020050105 1.09552523 107.69999999999999 99.6 2.77787 2.57831 3.24258 2.79862 0.021485055 1.1034799925 103.79999999999998 96.39999999999998 2.75897 1.7372 3.22989 2.07558 0.0935301575 0.033286852500000005 107.89999999999998 100.19999999999999 2.77568 1.79962 3.23887 2.0858 0.020050105 0.0367994975 108.0 100.10000000000002 2.74907 1.64872 3.21865 2.05869 0.01584704 0.0255908875 178.2 176.60000000000002 2.77568 1.81165 3.23887 2.08781 0.020050105 0.037864550000000004
20 145.3 137.89999999999998 2.76709 1.96216 3.23046 2.31497 0.0181588825 1.0946585924999999 155.8 147.39999999999998 2.77458 2.00827 3.23753 2.32964 0.0196898775 0.9087477175 153.10000000000002 145.5 2.76507 1.74048 3.22963 2.07849 0.04321207 0.06863217249999999 161.0 152.2 2.76709 1.74131 3.23046 2.0781 0.0181588825 0.0606287975 152.8 144.7 2.76107 1.74656 3.22634 2.07696 0.017413355 0.03201169 223.4 222.5 2.76709 1.76367 3.23046 2.07979 0.0181588825 0.033315842500000005 108.9 101.4 2.7755 6.59819 3.23864 6.71174 0.020003174999999998 1.0954464825 112.6 104.4 2.77782 2.53151 3.24247 2.75399 0.0213802 1.094316795 108.39999999999998 100.89999999999998 2.75794 1.73438 3.22647 2.07867 0.060330285000000004 0.086493985 112.79999999999998 104.89999999999998 2.7755 1.79838 3.23864 2.08559 0.020003174999999998 0.0366915375 112.80000000000001 104.80000000000001 2.74859 1.64447 3.21841 2.05802 0.0157176575 0.029455582499999997 186.40000000000003 184.90000000000003 2.7755 1.81078 3.23864 2.08767 0.020003174999999998 0.037786367499999994
21 151.89999999999998 144.2 2.76613 7.04951 3.22975 7.23461 0.0180048925 0.6709191725 162.59999999999997 154.3 2.77431 2.16798 3.23722 2.47837 0.019628515 0.89045876 159.7 152.2 2.76401 1.73552 3.22987 2.07786 0.038370984999999996 0.0719889525 168.09999999999997 159.39999999999998 2.76613 1.73634 3.22975 2.07749 0.0180048925 0.06570735500000001 159.7 151.3 2.75993 1.74136 3.22554 2.07601 0.017094449999999997 0.0315520425 233.70000000000002 232.89999999999998 2.76613 1.75927 3.22975 2.07903 0.0180048925 0.03294243 113.6 105.9 2.77532 7.67332 3.23842 7.78571 0.019957375 1.0952802825 117.4 109.19999999999999 2.77778 2.51306 3.24237 2.73411 0.0212878425 1.1019317874999999 113.0 105.39999999999998 2.75727 1.73875 3.22366 2.08507 0.0170157475 0.167885595 117.5 109.6 2.77532 1.79714 3.23842 2.08538 0.019957375 0.036584505 117.5 109.60000000000002 2.74802 1.64371 3.21806 2.05806 0.01565036 0.03250244 194.60000000000002 193.10000000000002 2.77532 1.80992 3.23842 2.08752 0.019957375 0.0377087725
22 158.2 150.7 2.76515 2.14517 3.22904 2.49082 0.0178505575 1.096667555 169.39999999999998 161.2 2.77403 2.12921 3.2369 2.44657 0.0195677225 0.8263722824999999 166.5 158.8 2.76289 1.73047 3.22816 2.07715 0.0371453425 0.0721113 175.09999999999997 166.39999999999998 2.76515 1.73134 3.22904 2.0769 0.0178505575 0.0718141875 166.39999999999998 158.2 2.75884 1.73616 3.22478 2.07505 0.0169363925 0.0311921475 243.99999999999997 243.10000000000002 2.76515 1.75477 3.22904 2.07825 0.0178505575 0.032564095 118.19999999999999 110.4 2.77514 6.59375 3.23819 6.70902 0.0199126075 1.0987492425 122.29999999999998 114.19999999999999 2.77774 2.51055 3.24228 2.72835 0.0212061025 1.1154121 117.5 110.0 2.75717 1.73044 3.22356 2.07434 0.0168605225 0.0328036175 122.19999999999999 114.39999999999998 2.77514 1.79592 3.23819 2.08518 0.0199126075 0.0364783775 122.30000000000001 114.30000000000001 2.7435 1.64323 3.21547 2.05733 0.018316535 0.024796520000000002 203.0 201.40000000000003 2.77514 1.80906 3.23819 2.08738 0.0199126075 0.037631740000000004
23 164.60000000000002 157.10000000000002 2.76415 6.85767 3.22833 7.05758 0.01769576 0.75542689 176.3 167.89999999999998 2.77375 2.05001 3.23658 2.37506 0.019506482500000002 0.8240176625000001 173.2 165.60000000000002 2.76181 1.72526 3.22793 2.07621 0.040481175 0.07136223 182.2 173.39999999999998 2.76415 1.72631 3.22833 2.07637 0.01769576 0.0778654675 173.09999999999997 165.0 2.75776 1.73089 3.22408 2.07414 0.0168523 0.030897459999999998 254.29999999999998 253.60000000000002 2.76415 1.75019 3.22833 2.07745 0.01769576 0.0321816525 122.69999999999999 115.1 2.77496 7.70567 3.23797 7.81919 0.0198688125 1.09510873 127.20000000000002 119.1 2.77769 2.49481 3.24219 2.71284 0.02113342 1.106771845 122.09999999999997 114.6 2.75644 1.72986 3.22307 2.07381 0.016786105 0.030971105000000002 126.89999999999998 119.09999999999997 2.77496 1.79469 3.23797 2.08497 0.0198688125 0.036373135 127.0 119.10000000000002 2.74337 1.6429 3.21668 2.05717 0.04266532 0.02462638 211.2 209.60000000000002 2.77496 1.8082 3.23797 2.08723 0.0198688125 0.037555255
24 171.10000000000002 163.39999999999998 2.76312 2.30296 3.22761 2.65251 0.0175404375 1.0976875975 183.09999999999997 174.89999999999998 2.77346 2.05158 3.23626 2.38193 0.019444395 0.8824808775 179.7 172.3 2.76077 1.71998 3.22698 2.07519 0.044588245 0.07254972750000001 189.2 180.59999999999997 2.76312 1.72125 3.22761 2.07581 0.0175404375 0.07537619999999999 180.0 171.7 2.75666 1.72553 3.22339 2.07319 0.0169420225 0.0304476675 264.5 263.8 2.76312 1.74554 3.22761 2.07663 0.0175404375 0.0317959 127.19999999999999 119.69999999999999 2.77478 6.55171 3.23775 6.67088 0.0198259275 1.0956365125 131.99999999999997 123.99999999999997 2.77765 2.43878 3.2421 2.65704 0.021068502500000003 1.0791738525 126.59999999999997 119.09999999999997 2.74683 1.72829 3.22472 2.07355 0.111537815 0.0308752325 131.59999999999997 123.80000000000001 2.77478 1.79348 3.23775 2.08476 0.0198259275 0.036268755 131.8 123.80000000000001 2.743 1.64257 3.21515 2.0571 0.0151587775 0.024597010000000002 219.5 217.8 2.77478 1.80735 3.23775 2.08709 0.0198259275 0.037479295
25 177.39999999999998 169.8 2.76208 6.74416 3.22689 6.96342 0.0173846225 0.8817245 190.0 181.7 2.77317 2.09339 3.23593 2.42016 0.019381535 0.6964247325 186.39999999999998 179.0 2.75973 1.71475 3.22692 2.07431 0.044604105 0.075069275 196.3 187.59999999999997 2.76208 1.71582 3.22689 2.07466 0.0173846225 0.07262841249999999 186.8 178.39999999999998 2.75551 1.72015 3.2227 2.07222 0.01658732 0.0299221575 274.79999999999995 274.2 2.76208 1.74081 3.22689 2.0758 0.0173846225 0.031407620000000004 131.7 124.19999999999999 2.77461 7.7065 3.23754 7.82343 0.01978391 1.0949742925000001 136.9 128.9 2.77761 2.38828 3.24202 2.60781 0.021010269999999998 1.0507098325 131.0 123.59999999999997 3.03293 1.7059 3.54021 2.07233 0.5635670625 0.07012808250000001 136.3 128.39999999999998 2.77461 1.79227 3.23754 2.08456 0.01978391 0.0361652225 136.5 128.7 2.74291 1.64128 3.21508 2.0568 0.015092145 0.0245026775 227.60000000000002 226.10000000000002 2.77461 1.8065 3.23754 2.08695 0.01978391 0.037403849999999995
26 183.8 176.2 2.76101 2.42518 3.22617 2.7762 0.0172284025 1.0948667399999998 196.89999999999998 188.5 2.77288 1.92472 3.2356 2.27131 0.0193182625 0.8571845475000001 193.10000000000002 185.8 2.75862 1.70955 3.2259 2.07349 0.04221229 0.0769843575 203.39999999999998 194.5 2.76101 1.71037 3.22617 2.07349 0.0172284025 0.07276904249999999 193.39999999999998 185.09999999999997 2.75438 1.7148 3.22197 2.0712 0.016343720000000003 0.0294880325 284.9 284.5 2.76101 1.73603 3.22617 2.07494 0.0172284025 0.031017569999999998 136.3 128.7 2.77443 6.54186 3.23732 6.66326 0.0197427125 1.0992707949999998 141.9 133.70000000000002 2.77758 2.33838 3.24194 2.55991 0.020957815 1.0180084624999999 135.7 128.09999999999997 2.88333 2.01991 3.43625 2.37289 0.6909575 0.633007025 141.0 133.2 2.77443 1.79107 3.23732 2.08436 0.0197427125 0.0360625225 141.10000000000002 133.40000000000003 2.74283 1.62964 3.21503 2.05445 0.015082665 0.02495733 235.8 234.3 2.77443 1.80565 3.23732 2.08681 0.0197427125 0.0373289
27 190.2 182.60000000000002 2.75992 6.68312 3.22544 6.9134 0.0170719 0.922291985 203.59999999999997 195.39999999999998 2.77259 2.04511 3.23529 2.37746 0.0192550725 0.6430615825 199.7 192.60000000000002 2.75747 1.70431 3.22528 2.07263 0.0417488425 0.077489085 210.5 201.7 2.75992 1.70504 3.22544 2.07251 0.0170719 0.0739393275 200.3 191.89999999999998 2.75327 1.70947 3.22126 2.07022 0.016199865 0.0291530225 295.1 294.9 2.75992 1.73119 3.22544 2.07407 0.0170719 0.0306265 140.89999999999998 133.2 2.77426 7.74718 3.23711 7.86538 0.0197022975 1.094913885 146.79999999999998 138.6 2.77754 2.28727 3.24186 2.51196 0.020910375 0.9818670425 140.3 132.59999999999997 2.76791 1.69573 3.28827 2.07055 0.3659588875 0.08238408750000001 145.59999999999997 137.89999999999998 2.77426 1.78988 3.23711 2.08416 0.0197022975 0.035960635000000005 145.8 138.10000000000002 2.74222 1.62793 3.21468 2.0577 0.0150198425 0.092152145 244.10000000000002 242.5 2.77426 1.80481 3.23711 2.08667 0.0197022975 0.0372544375
28 196.60000000000002 189.10000000000002 2.75882 2.61673 3.22471 2.96564 0.01691525 1.0992144675 210.5 202.09999999999997 2.77229 1.87323 3.23499 2.22478 0.0191924475 0.7690938325 206.39999999999998 199.2 2.75634 1.699 3.22438 2.07166 0.0439357975 0.0779692075 217.39999999999998 208.7 2.75882 1.69973 3.22471 2.07158 0.01691525 0.076388685 207.0 198.59999999999997 2.75216 1.70411 3.22058 2.06924 0.016148087499999998 0.028840125 304.9 304.8 2.75882 1.7263 3.22471 2.07319 0.01691525 0.030235135 145.39999999999998 137.8 2.77408 6.49318 3.23691 6.61818 0.019662627499999998 1.0945242874999999 151.6 143.4 2.7775 2.2389 3.24178 2.46781 0.0208672975 0.9419101475 144.8 137.2 2.74386 1.69492 3.22082 2.07074 0.0825338325 0.0856622425 150.3 142.59999999999997 2.77408 1.78869 3.23691 2.08395 0.019662627499999998 0.0358595475 150.60000000000002 142.7 2.72595 1.62574 3.20761 2.0534 0.0288075175 0.02479571 252.3 250.7 2.77408 1.80396 3.23691 2.08653 0.019662627499999998 0.037180445
29 202.89999999999998 195.5 2.7577 6.45719 3.22399 6.69611 0.016758612500000002 0.9092206025 217.3 208.89999999999998 2.772 1.95243 3.23469 2.29571 0.0191307625 0.7674505875 213.10000000000002 205.89999999999998 2.75523 1.69369 3.22396 2.0707 0.046356259999999996 0.0792034675 224.59999999999997 215.7 2.7577 1.69448 3.22399 2.07074 0.016758612500000002 0.0797138525 213.7 205.39999999999998 2.75103 1.69873 3.21989 2.06828 0.01612276 0.028390672500000002 314.6 314.5 2.7577 1.72137 3.22399 2.07229 0.016758612500000002 0.0298441925 149.89999999999998 142.39999999999998 2.77391 7.73655 3.2367 7.85891 0.01962367 1.09473219 156.4 148.20000000000002 2.77746 2.18919 3.24171 2.42359 0.0208280375 0.8981127525000001 149.3 141.7 2.74266 1.69274 3.21509 2.06708 0.016557569999999997 0.0297949575 155.2 147.3 2.77391 1.78751 3.2367 2.08375 0.01962367 0.035759245 155.3 147.40000000000003 2.73395 1.62546 3.23069 2.05314 0.21770505 0.0236572825 260.5 258.90000000000003 2.77391 1.80313 3.2367 2.08639 0.01962367 0.0371069175
30 209.39999999999998 201.89999999999998 2.75657 2.98329 3.22326 3.33883 0.016602165 1.1148553724999999 224.09999999999997 215.89999999999998 2.7717 1.95632 3.23441 2.30205 0.0190702525 0.6875465850000001 219.60000000000002 212.89999999999998 2.75412 1.68841 3.22331 2.06976 0.046596505 0.080886765 231.5 222.8 2.75657 1.68926 3.22326 2.06993 0.016602165 0.083091415 220.5 212.09999999999997 2.74988 1.69337 3.21921 2.06726 0.01583348 0.0279170975 324.70000000000005 324.6 2.75657 1.71641 3.22326 2.07139 0.016602165 0.029454360000000002 154.39999999999998 146.89999999999998 2.77374 6.49715 3.2365 6.62281 0.019585395 1.0996239250000002 161.29999999999998 153.1 2.77743 2.14285 3.24164 2.38341 0.020792122500000003 0.85088448 153.7 146.2 2.74258 1.69228 3.21486 2.06669 0.01507129 0.0282121575 159.89999999999998 152.0 2.77374 1.78633 3.2365 2.08355 0.019585395 0.035659715 160.0 152.3 2.72521 1.62513 3.20634 2.05305 0.0211168575 0.023569522500000002 268.7 267.3 2.77374 1.80229 3.2365 2.08625 0.019585395 0.0370338425
